url,UN/LOCODE,country,UN_code,ISO2,ISO3,city_or_location,port_name,local_port_name,lat,lon,authority_name,address,phone,fax,website,email
https://psma-gies.fao.org/designated-ports/view/0816be1d-0db6-4b03-914a-8bb33992150d,–,Costa Rica,188,CR,CRI,LIMON,COMPLEJO PORTUARIO DE LIMON,–,–,–,APM TERMINALS,–,+506 25206501,–,–,TCM.ServicioalCliente@apmterminals.com
https://psma-gies.fao.org/designated-ports/view/86fb4d7a-9110-4784-a2a5-8fbc908cd743,–,Angola,24,AO,AGO,Namibe,Complexo Portuário de Moçâmedes,–,–,–,Director Geral,"Avenida Eduardo Mondlane, 49 Namibe Moçâmedes,Angola",+244 925 892 490 / 925 892 491,–,–,geral@portodonamibe.co.ao
https://psma-gies.fao.org/designated-ports/view/530bf626-46bf-4e2f-97a5-52879a0054e1,–,France,250,FR,FRA,France,Concarneau,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/b7468dc4-4ad3-470f-a9c0-f9e87f69ed37,–,Romania,642,RO,ROU,CONSTANTA,CONSTANTA,–,N44°10'24'',E28°38'18'',–,"Inside Constanța Port​ n0. 1​, ANR Building, Constanța, Cod 900900",+40 241616124,+40 241616229,–,rna@rna.ro
https://psma-gies.fao.org/designated-ports/view/46355134-6dfc-4fe8-8bb4-a5e08b2069d4,–,Denmark,208,DK,DNK,Copenhagen,Copenhagen,–,N55°39'9'',E12°34'3'',CMPORT,"Containervej 9, DK- 2150 Nordhavn, Copenhagen",+45 35461111,–,–,–
https://psma-gies.fao.org/designated-ports/view/66a74cf7-4bbe-459a-a5e5-d39a879cd17d,–,Chile,152,CL,CHL,COQUIMBO,COQUIMBO,–,–,–,SERVICIO NACIONAL DE PESCA Y ACUICULTURA,Melgarejo Nº 955,+56 (51) 2311331,–,–,vms@sernapesca.cl
https://psma-gies.fao.org/designated-ports/view/d706685e-e824-4cf4-beb0-849b804fedcc,–,United States of America,840,US,USA,"Crescent City, California",Crescent City Port,–,N41°45'0'',W124°12'0'',–,–,–,–,https://www.ccharbor.com/,–
https://psma-gies.fao.org/designated-ports/view/48ab2a5f-3599-49a2-b457-eea57193f1f3,–,Germany,276,DE,DEU,Cuxhaven,Cuxhaven,–,N53°52'0'',E8°42'0'',Staatliches Fischereiamt Bremerhaven,Fischkai 31 22572 Bremerhaven Germany,+49 471972540,+49 47172664,–,–
https://psma-gies.fao.org/designated-ports/view/36e7a9df-2c33-4855-9e4c-e2bee9d7f812,–,"Korea, Republic of",410,KR,KOR,Daesan,Daesan Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/81c98f8e-f129-4baf-8e9e-cb188a216e48,–,Morocco,504,MA,MAR,MAROC,DAKHLA,–,N23°40'0'',W15°55'0'',Délégation des pêches Maritimes de Dakhla,AVENUE AL WALAE  BP 55  DAKHLA,+212 528 89 73 00,+212 528 89 83 81,–,youssef.fnoun@mpm.gov.ma
https://psma-gies.fao.org/designated-ports/view/5f3c6f36-6af3-4a92-84d3-29ceeed1b08a,–,Australia,36,AU,AUS,Darwin,Darwin Port,–,–,–,Darwin Port - Landbridge,"Administration Building, 11 Export Drive  Berrimah Northern Territory, 0828 Australia",+61 (8) 8919 0821,–,–,darwinport@darwinport.com.au
https://psma-gies.fao.org/designated-ports/view/86aa1ce0-a680-46db-88b3-e0f147e20e54,–,Philippines,608,PH,PHL,Philippines,DAVAO FISH PORT COMPLEX,–,–,–,Philippine Fisheries Development Authority,"DALIAO, TORIL DISTRICT, DAVAO CITY",+6382 2911407; 2910732,+6382 2910931,–,opm_dfpc@pfda.gov.ph
https://psma-gies.fao.org/designated-ports/view/72b1e71b-7e17-42a4-b16c-c2d9e0649b84,–,Saint Kitts and Nevis,659,KN,KNA,Basseterre,Deepwater Cargo Port,–,N17°17'15'',W62°42'28'',St. Christopher Air and Sea Ports Authority,P.O Box 963 Bird Rock Basseterre St. Kitts,+1 869-465-8121/2/3,–,–,communications@scaspa.com
https://psma-gies.fao.org/designated-ports/view/6a7bd107-7121-498d-bbf2-e3d6a6e159fe,–,Australia,36,AU,AUS,Derby,Derby Port,–,S17°22'19'',E123°40'2'',Kimberley Ports Authority,–,+61 08 9194 3100,–,–,operations@kimberleyports.wa.gov.au
https://psma-gies.fao.org/designated-ports/view/2ef38a05-8ade-4617-b979-fa20f4bb8cf6,–,Sri Lanka,144,LK,LKA,–,Dikovita Fishery Harbour,–,–,–,CEYLON FISHERY HARBOURS CORPORATION,"HANDALA,WATTALA.SRI LANKA",+94 11 2942872,+94 11 2942872,–,dickowitacfhc@gmail.com
https://psma-gies.fao.org/designated-ports/view/96e41e02-12ac-40f4-9d4f-e8ede753c2f9,–,Ecuador,218,EC,ECU,SECTOR PUNTA BLANCA- CANTON JARAMIJO-MANABI.,DIQUE FLOTANTE PESQUERO DIFLOPES S.A.,DIFLOPES,S0°50'13'',W80°40'26'',RAMON PALADINES ZAMORA,VIA JARAMIJO SECTOR PUNTA BLANCA,+593 995107209,–,–,operaciones@disflopes.com
https://psma-gies.fao.org/designated-ports/view/e5b4422b-2f3f-47a1-9e99-1caff3511131,–,Cambodia,116,KH,KHM,48P277864; 1282566 (UTM) [Alternative: Mid-point of wharf 11 35’42.14”N/ 102 57’47.22”E],"Docking Port for Fishing boats; L.Y.P GROUP Co.,LTD",ផែឧកញ៉ា លី យ៉ុងផាត់ (Phei Oknha Ly Yong Phat),N11°35'42'',E102°57'47'',Fisheries Administration,"#186 Preah Norodom Blvd., Sangkat Tonle Bassac, Khan Chamcar Mon, Phnom Penh capital, Cambodia. P.O.Box 582. Fax:(855) 23 215 470 www.fia.gov.kh",+855 17 272 896,–,–,kimchhea@yahoo.com
https://psma-gies.fao.org/designated-ports/view/ce382f93-22bd-4d76-b870-bd8d8d886b80,–,"Korea, Republic of",410,KR,KOR,"Donghae ,Mukho","Donghae,Mukho Port",–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/e937f7f0-81be-450d-a444-b323ac049fa9,–,France,250,FR,FRA,France,Douarnenez,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/5e131f5f-4864-46c2-a3d7-4462c719acef,–,United Kingdom,826,GB,GBR,Dundee,Dundee,–,–,–,Forth Ports Dundee,Port Office Stannergate Road Dundee DD1 3LU,+44 1382 878141,+44 1382 200834,–,matt.north@forthports.co.uk
https://psma-gies.fao.org/designated-ports/view/f095d3ac-139a-4963-b3ac-2b729ceb71a3,–,France,250,FR,FRA,France,Dunkerque,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/6b8f257b-2611-4d6c-bcc6-051e4b264224,–,New Zealand,554,NZ,NZL,Gisborne,Eastland Port Ltd,Eastland Port,–,–,Eastland Port Ltd,"1 Kaiti Beach Road P O Box 1048, Gisborne 4040 New Zealand",+64 6 868 5129,+64 6 867 8084,–,–
https://psma-gies.fao.org/designated-ports/view/22182e54-89cd-4681-8521-4b4c1f749689,–,Netherlands,528,NL,NLD,Eemshaven,Eemshaven,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/fc5d4c13-39fb-4aee-a898-69ea00a0f0be,–,Norway,578,NO,NOR,Egersund,Egersund,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/9ad0b73c-e2a0-44bd-bfa8-a51d75a2cdf3,–,Madagascar,450,MG,MDG,Taolagnaro,Ehoala,Fort Dauphin,S25°4'12'',E46°57'0'',"AGENCE PORTUAIRE, MARITIME ET FLUVIALE (APMF)",Betsioky Bazary Be - Vieux port Vieux Port,+261 32 11 257 63,261,–,–
https://psma-gies.fao.org/designated-ports/view/55b78fa6-4464-4bb5-a23c-7be6fe9575a9,–,Myanmar,104,MM,MMR,Yangon,Ei Phyo Yadanar Port,Ei Phyo Yadanar Jetty,N16°52'47'',E96°5'26'',Department of Fisheries,"No.25, Kannar Street, West Ward, Shwe U Dawn Street, Insein Township, Yangon",+95 973222096,–,–,fmdnpt@gmail.com
https://psma-gies.fao.org/designated-ports/view/0028042a-a0ed-470f-981b-c8b73168a6c2,–,Norway,578,NO,NOR,Ellingsøy,Ellingsøy,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/decf6d6e-1d5d-412d-a91c-6095e89174a4,–,Sweden,752,SE,SWE,5811N 01128E,Ellös,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/67c58d15-0fe4-44c8-8f5f-0f023cc2d31c,–,Mexico,484,MX,MEX,"ENSENADA, BAJACALIFORNIA",ENSENADA,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/65117bb4-55fb-4ff1-aa12-bc1e24694a3a,–,Denmark,208,DK,DNK,Esbjerg,Esbjerg,–,N55°28'26'',E8°25'28'',Port of Esbjerg,–,+45 76124000,–,–,adm@portesbjerg.dk
https://psma-gies.fao.org/designated-ports/view/2cfe3163-50ad-41e2-b611-b9875ec80a9e,–,United Kingdom,826,GB,GBR,Eyemouth,Eyemouth,–,–,–,–,Eyemouth Harbour Office Gunsgreen Basin Eyemouth TD14 5SD,+44 01890 752494,+44 01890 750223,–,harbourmaster@eyemouth-harbour.co.uk
https://psma-gies.fao.org/designated-ports/view/afcd01a2-52c7-4220-ba1d-11b447123b8c,–,United Kingdom,826,GB,GBR,Falmouth,Falmouth Harbour - Western Wharf,–,–,–,Falmouth Fishselling Company (Falfish),Western Wharf Falmouth TR11 4NJ,+44 1326 314664,–,–,Lee.Parkin@falfish.com
https://psma-gies.fao.org/designated-ports/view/d26a68b0-957a-4609-a443-328c243624b3,–,Maldives,462,MV,MDV,"Felivaru, Lhaviyani Atoll",Felivaru Port,Felivaru Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/05a09c91-72b9-4be7-8071-64113bd4c610,–,Norway,578,NO,NOR,Fiskarstrand,Fiskarstrand,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/65b0c540-d902-4971-b46f-c87b17407768,–,Italy,380,IT,ITA,Fiumicino,Fiumicino,–,–,–,Capitaneria di porto di Roma Fiumicino,Viale Traiano n. 37 - 00054 Roma Fiumicino (RM),+39 06656171,–,–,cp-romafiumicino@pec.mit.gov.it
https://psma-gies.fao.org/designated-ports/view/6820cf93-6399-45ab-91fd-50f76e833bfe,–,Norway,578,NO,NOR,Flekkerøy,Flekkerøy,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/db0c3b8f-8db7-46e5-b070-a007f5f5ca65,–,Norway,578,NO,NOR,Flem,Flem,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/ae0086d7-1082-4946-9d62-91fa79fd112b,–,Norway,578,NO,NOR,Florø,Florø,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f3e797d2-d7ee-47d0-b7fe-97bbf66cd861,–,France,250,FR,FRA,France (Martinique),Fort-de-France,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/2665a78a-df27-4842-9572-a89fec5bd519,–,Ecuador,218,EC,ECU,POSORJA,FORTIDEX S.A,FORTIDEX,S2°42'10'',W80°14'36'',ALVEAR DONOSO CESAR OSWALDO,PARROQUIA POSORJA KM 1.5 VIA AL MORRO.,+593 (04) 288-0410 / (04) 288-0411,–,–,c.alvear@fortidex.com
https://psma-gies.fao.org/designated-ports/view/ddfc71d3-bf82-48b3-a463-7fe5d462db93,–,Canada,124,CA,CAN,4704N 05550W,"Fortune, NL",–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/0e7fbb52-8647-4087-81b1-acb00b81391d,–,Norway,578,NO,NOR,Fosnavåg,Fosnavåg,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/d7675c5f-2a8f-4ef7-81c1-97820ef669aa,–,United Kingdom,826,GB,GBR,Fraserburgh,Fraserburgh,–,–,–,Fraserburgh Harbour,Harbour Office Shore Street Fraserburgh  AB43 9BR,+44 1346 515858,+44 1346 516641,–,enquiries@fraserburgh-harbour.co.uk
https://psma-gies.fao.org/designated-ports/view/6388e809-a48b-416a-b3e4-572f358ef976,–,Denmark,208,DK,DNK,Fredericia,Fredericia,–,N55°33'2'',E9°43'8'',ADP,"Centerhavnsvej 13, DK- 7000 Fredericia",+45 79215000,–,–,post@adp-as.dk
https://psma-gies.fao.org/designated-ports/view/8c32b5ec-6530-49fd-a585-abc5135fa618,–,Malta,470,MT,MLT,Marsaxlokk Malta,Freeport,Marsaxlokk Port (medserve Quay),–,–,Transport Malta,"Merchant Shipping Directorate Malta Transport Centre - Triq Pantar Ħal Lija, LJA 2021 Malta",+356 +356 21250360,–,–,mershipmalta.tm@transport.gov.mt
https://psma-gies.fao.org/designated-ports/view/1d0d6eb0-4db7-44a9-a779-572adf7c4a53,–,Latvia,428,LV,LVA,Riga,Freeport of Riga,Rīgas Brīvosta,N57°4'2'',E24°0'43'',Freeport of Riga Authority,"12 Kalpaka blvd, Riga, Latvia, LV-1010",–,–,–,–
https://psma-gies.fao.org/designated-ports/view/687819a6-ebc3-4378-a3fd-6fd15921dfbb,–,Latvia,428,LV,LVA,Ventspils,Freeport of Ventspils,Ventspils Brīvosta,N57°20'9'',E21°29'3'',Freeport of Ventspils Authority,"Jana 19, Ventspils, LV-3601, Latvia",–,–,–,–
https://psma-gies.fao.org/designated-ports/view/00433449-4786-4f49-b860-d8e49fac42b5,–,Australia,36,AU,AUS,Fremantle,Fremantle Harbour,–,S32°0'30'',E115°46'30'',Fremantle Ports,"1 Cliff Street, Fremantle",+61 8 9430 3555,+61 8 9336 1391,–,mail@fremantleports.com.au
https://psma-gies.fao.org/designated-ports/view/f8ac49ef-8073-4425-bcb2-7965ec4190e1,–,Maldives,462,MV,MDV,"Funaddoo, Thaa Atoll",Funaddoo Port,Funaddoo Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/b8c3dbe7-fc9b-4278-9b6a-702c0fdb9b9f,–,Maldives,462,MV,MDV,"Maandhoo, Laamu Atoll",Funaddoo Port,Funaddoo Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/4048fd56-7802-4fa5-99b9-785bdfaac4e8,–,Portugal,620,PT,PRT,Funchal,Funchal,–,–,–,"Administração dos Portos da Região Autónoma da Madeira, SA",Gare Marítima da Madeira Pontinha - Porto do Funchal 9004-518 Funchal,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/8e3b78d0-f833-48d7-abcd-bdfe4dcd433d,–,Japan,392,JP,JPN,Toyama,Fushikitoyama,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/5dabaf15-83f3-49c6-8b1b-1ac64f4d011f,–,Sri Lanka,144,LK,LKA,–,Galle Commercial Port,–,–,–,SRI LANKA PORTS AUTHORITY,"MAGALLE,GALLE,SRI LANKA",+94 912234824,+94 912234963,–,–
https://psma-gies.fao.org/designated-ports/view/2a49e087-425d-44b8-84fe-9c08fbf300e0,–,Poland,616,PL,POL,GDANSK,GDANSK,–,–,–,Kapitan Portu Gdansk,"Urząd Morski w Gdyni, ul. Chrzanowskiego 10, 81-338 Gdynia",+48 583473870,–,–,kpgoficer@umgdy.gov.pl
https://psma-gies.fao.org/designated-ports/view/8e3d0e4b-815e-445e-9cd8-b6094bae06c2,–,Poland,616,PL,POL,GDYNIA,GDYNIA,–,–,–,KAPITAN PORTU W GDYNI,"Kapitanat Portu Gdynia, ul. Polska 2, 81-339 Gdynia",+48 586200591,+48 586616051,–,kapitanatgdynia@umgdy.gov.pl
https://psma-gies.fao.org/designated-ports/view/13eb7da5-968c-4d30-8463-18d3400bc2aa,–,Australia,36,AU,AUS,Geelong,Geelong Port,–,S38°8'59'',E144°22'0'',"SAS Trustee Corporation (STC) and Brookfield’s LINX Cargo Care Group,",GeelongPort  Corio Quay Road  North Geelong Victoria 3215,+61 3 5225 3565,–,–,geelong@vrca.vic.gov.au
https://psma-gies.fao.org/designated-ports/view/ac177862-d4d8-4f3d-be05-eed0d6c185d6,–,Philippines,608,PH,PHL,Philippines,GENERAL SANTOS FISH PORT COMPLEX,–,–,–,Philippine Fisheries Development Authority,"BGY. TAMBLER, GENERAL SANTOS CITY, SOUTH COTABATO",+6383 5520835; 5527847; 5523996; 5523995,+6383 5523996,–,opm_gsfpc@pfda.gov.ph
https://psma-gies.fao.org/designated-ports/view/91ad353e-ea40-4874-a553-4f5c2cdf87f5,–,Italy,380,IT,ITA,Genova,Genova,–,–,–,Direzione Marittima di Genova,Via Magazzini Generali n. 4 - 16126 Genova (GE),+39 01027771,–,–,dm.genova@pec.mit.gov.it
https://psma-gies.fao.org/designated-ports/view/223a032d-6d32-41d6-b561-bded7684de94,–,Australia,36,AU,AUS,Geraldton,Geraldton Port,–,S28°46'0'',E114°35'59'',Mid West Ports,"298  Marine Terrace, Geraldton WA 6530",+61 89964 0520,–,–,mail@midwestports.com.au
https://psma-gies.fao.org/designated-ports/view/2d8f56b0-2e3b-424b-ba23-b826bf1135d3,–,Spain,724,ES,ESP,ASTURIAS,GIJÓN,–,N43°33'21'',W5°41'48'',"SUBDIRECCIÓN GENERAL DE VIGILANCIA PESQUERA Y LUCHA CONTRA LA PESCA ILEGAL  (SECRETARIA GENERAL DE PESCA) MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Calle Velázquez nº147 28071 - Madrid España,+34 913471949,913471512,–,iuu_slo_esp@mapama.es
https://psma-gies.fao.org/designated-ports/view/88e94431-906f-4b4e-b0af-b2c911aaee0d,–,Canada,124,CA,CAN,4612N 05958W,"Glace Bay, NS",–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/cf582c3c-bb63-4e5a-b6b4-bad343708fca,–,Thailand,764,TH,THA,"26 Moo 7, Rat Burana Road, Bang PaKok, Rat Burana, Bangkok 10140","Godung Thai Fa Co., Ltd port",–,–,–,Fishery Inspection Regional Center 3 (Bangkok),"Pat-Sa-Du building, Floor 2 , Thai Port, Kwang Khlong Toei, Khet Khlong Toei, Bangkok",+66 26718794,+66 26727901,–,psmfishtrade@gmail.com
https://psma-gies.fao.org/designated-ports/view/b91e40f0-ee42-49fb-b134-58dee2ce12fe,–,"Korea, Republic of",410,KR,KOR,Gohyeon,Gohyeon Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/15f16ac8-8666-4bfd-97fe-914f3c5ffd26,–,Australia,36,AU,AUS,Gold Coast,Gold Coast Broadwater,–,–,–,Maritime Safety Queensland,–,+61 7 5585 1810,–,–,MSQ.GoldCoast.Reception@msq.qld.gov.au
https://psma-gies.fao.org/designated-ports/view/50940df4-7cb7-4f07-99d2-a4459d19fbe5,–,Canada,124,CA,CAN,4706N 05547W,"Grand Bank, NL",–,–,–,Grand Bank Harbour Authority,"Lower Water St, Grand Bank, NL A0E 1W0",+1 (709) 832-0255,–,–,–
https://psma-gies.fao.org/designated-ports/view/e4d84fb1-064d-4c59-8eda-8d06b8e29060,–,Malta,470,MT,MLT,Valletta,Grand Harbour,il-Port il-Kbir,–,–,Transport Malta,"Merchant Shipping Directorate Malta Transport Centre - Triq Pantar Ħal Lija, LJA 2021 Malta",+356 +356 21250360,–,–,mershipmalta.tm@transport.gov.mt
https://psma-gies.fao.org/designated-ports/view/dafacade-2352-4457-9e00-1e7fab85aa62,–,United Kingdom,826,GB,GBR,Grangemouth,Grangemouth,–,–,–,Forth Ports Grangemouth,Port Office Grangemouth Stirlingshire  FK3 8UE,+44 1324 482591,+44 1324 665106,–,derek.knox@forthports.co.uk
https://psma-gies.fao.org/designated-ports/view/a2643c13-938e-476c-9ca9-c157667009b1,–,France,250,FR,FRA,France,Granville,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/879a5c18-3e4d-47da-bf90-890d501fc120,–,United Kingdom,826,GB,GBR,Greenock ,Greenock ,–,–,–,Clydeport Operations Ltd,"Greenock Ocean Terminal, Patrick Street, Greenock PA16 8UU",+44 475 726171,+44 1475 888130,–,greenock@clydeport.co.uk
https://psma-gies.fao.org/designated-ports/view/313dc9b2-073b-4c2b-a703-c0c41e6cf152,–,United Kingdom,826,GB,GBR,Grimsby,Grimsby,–,–,–,Associated British Ports,ABP Port Office Cleethorpe Road Grimsby DN31 3LL,+44 1472 359181,–,–,humber.general@abports.co.uk
https://psma-gies.fao.org/designated-ports/view/c847b3bf-aa19-4ac2-be96-9aa10bf7b05c,–,Norway,578,NO,NOR,Gunhildvågen,Gunhildvågen,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/522c0982-7ab3-4d8c-afc3-284d2f3f54bf,–,"Korea, Republic of",410,KR,KOR,Gunsan,Gunsan Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/8d137850-4bc3-4151-8cec-bb12b00dabb2,–,"Korea, Republic of",410,KR,KOR,Gwangyang,Gwangyang Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/3738591f-4cd4-4418-ad1d-499d37044259,–,"Korea, Republic of",410,KR,KOR,Gyeongin,Gyeongin Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/921c9594-0c88-43c2-a826-ffdb854a76ea,–,Myanmar,104,MM,MMR,"Yangon, Myanmar",Gyo Gone Port,Gyo Gone Jetty,N16°51'58'',E96°5'47'',"Department of Fisheries, Myanmar","Gyo Gone(West), Department of Fisheries Compound, Insein Township, Yangon",+95 9250908784,–,–,fmdnpt@gmail.com
https://psma-gies.fao.org/designated-ports/view/f30dee3d-35b1-4007-adf4-f6cdf1b9939f,–,Sweden,752,SE,SWE,5741N 01154E,Göteborg,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/13c79cea-0da3-4cfc-a42f-cdfb9ce4b236,–,Japan,392,JP,JPN,Hiroshima,Habu,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/bc493c9e-4c73-4cb1-993f-21b51587bc46,–,Japan,392,JP,JPN,Aomori,Hachinohe,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f9b23479-7db5-4eec-a304-9ccb654e2c7c,–,"Korea, Republic of",410,KR,KOR,Hadong,Hadong Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/04cc77e0-c1de-4849-847c-f3c474e02f2f,–,Viet Nam,704,VN,VNM,Hai Phong,Hai Phong sea port/Nam Hai Dinh Vu Harbor,Cảng biển Hải Phòng/Bến cảng Nam Hải Đình Vũ (Cty CP cảng Nam Hải Đình Vũ),–,–,–,"Km 6, Dinh Vu street, Dong Hai 2, Hai An, Hai Phong",+84 2253654885,+84 2253654877,–,–
https://psma-gies.fao.org/designated-ports/view/36574405-4ff3-4aa1-9f2b-2460886b3e4c,–,Japan,392,JP,JPN,Fukuoka,Hakata,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/de658da9-d5e4-4926-9d3e-fe672b0000dc,–,Japan,392,JP,JPN,Hokkaido,Hakodate,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/4a973eda-87e9-404e-bbc8-0ec8b9b64af3,–,Canada,124,CA,CAN,"44.6414° N, 63.5664° W","Halifax, NS",–,–,–,"Halifax Port Authority,","P.O. Box 336,  Halifax,  Nova Scotia   B3J 2P6",+1 (902) 426-1285,–,–,seaport@portofhalifax.ca
https://psma-gies.fao.org/designated-ports/view/9fd02a99-6694-4716-a396-4b96fdb938c5,–,Norway,578,NO,NOR,Hammerfest,Hammerfest,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/863c003b-4793-458f-ada9-635d03676d81,–,Denmark,208,DK,DNK,Hanstholm,Hanstholm,–,N57°7'4'',E8°35'7'',Port of Hanstholm,"Auktionsgade 39, DK-7730 Hanstholm",+45 96550710,–,–,info@portofhanstholm.dk
https://psma-gies.fao.org/designated-ports/view/8bda0196-8692-4215-962f-6f83dcf68985,–,Canada,124,CA,CAN,4741N 05315W,"Harbour Grace, NL",–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/3027be94-366f-4774-9be1-c8b454e2e826,–,Netherlands,528,NL,NLD,Harlingen,Harlingen,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/4029d0a4-cc51-47e1-845c-9dc5fbaf43eb,–,Norway,578,NO,NOR,Harstad,Harstad,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/33ecff4f-de10-4750-9d33-2ee4ff5220a0,–,United Kingdom,826,GB,GBR,Harwich,Harwich,"Harwich Haven, Harwich Navyyard, Harwich (international port ltd)",–,–,Harwich Haven Authority,"Navigation House, Angel Gate, Harwich, CO12 3EJ",+44 01255 243030,+44 01255 241325,–,website@hha.co.uk
https://psma-gies.fao.org/designated-ports/view/b8b7ef44-2dab-426e-a022-ab22a5c51a7c,–,Norway,578,NO,NOR,Harøysund,Harøysund,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/e61c54ef-a012-4b13-b79b-d29b185ecda4,–,Japan,392,JP,JPN,Hiroshima,Hiroshima,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/2016cba9-04a4-47e1-8a88-42efa4b4c162,–,Denmark,208,DK,DNK,Hirtshals,Hirtshals,–,N57°36'0'',E9°58'0'',Port of Hirtshals,"Norgeskajen 11, DK- 9850 Hirtshals",+45 98941422,–,–,havnevagten@hirtshalshavn.dk
https://psma-gies.fao.org/designated-ports/view/8e7b7644-572b-4d99-8777-2d17ae097bd9,–,Norway,578,NO,NOR,Hjørungavåg,Hjørungavåg,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/a51bdbf8-b5e8-4eb3-a450-1abab98c4d9e,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/Lotus Harbor,Cảng biển TP.Hồ Chí Minh/Bến cảng Bông Sen,–,–,–,"1A Nguyen Van Quy, Phu Thuan, District 7, Ho Chi Minh city",+84 2838730334,+84 2838730147,–,–
https://psma-gies.fao.org/designated-ports/view/beae71dd-199c-4343-87f6-ff3eb465727b,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/Sai Gon – Hiep Phuoc Harbor,Cảng biển TP.Hồ Chí Minh/Bến cảng Sài Gòn - Hiệp Phước,–,–,–,"Hamlet 2, Hiep Phuoc, Nha Be, Ho Chi Minh city",+84 2838260640,+84 2839432457,–,–
https://psma-gies.fao.org/designated-ports/view/2cdc95aa-b347-4443-be52-8ee8029e8491,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/SP-ITC International Container Terminal,Cảng biển TP.Hồ Chí Minh/Bến cảng Container Quốc tế SP-ITC,–,–,–,"Street 900, Phu Huu, District 9, Ho Chi Minh city",+84 2837315050,+84 2837315051,–,–
https://psma-gies.fao.org/designated-ports/view/fb42165f-8317-4e29-8fa3-b404528e1330,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/Tan Cang Cat Lai harbor,Cảng biển TP.Hồ Chí Minh/Bến cảng Tân cảng,–,–,–,"1295B, Nguyen Thi Dinh, Cat Lai, District 2, Ho Chi Minh city",+84 2837423499,+84 2837423500,–,–
